ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
4725,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,1,Les réseaux sociaux,NSPRF,NSPRF,Un potager,Tu as toujours ton premier téléphone,Aucun,Un,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Tram,Métro / RER,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",Autre,Aucune de ces réponses ne te correspond,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Fille,2.69565217391305
9196,Oui,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,trois,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,4,1,Les réseaux sociaux,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu n'as pas de téléphone,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,Tram,Trottinette,Train,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,Terminale,Garçon,7.24000003686302
3463,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,3,3,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as donné à un proche,Aucun,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",À pied,,,C'est plus rapide,Trottinette,Henri Bergson,2nde,Fille,2.92
7094,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,nan,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,1,NSPRF,La télévision,2,"Non, tu n'es pas investi(e)",NSPRF,Tu n'as pas de téléphone,Aucun,Plus de trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),"Voiture, scooter, moto",À pied,"Bus (dont microbus, Traverse, etc.)",,,Parce que ça te plaît,Autre,Miriam Makeba,5ème,Fille,1.25714285714286
2312,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie seulement le verre,tu cherches la poubelle la plus proche,3,3,3,La télévision,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Deux,NSPRF,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),À pied,Trottinette,,,,C'est plus rapide,Vélo personnel,Miriam Makeba,3ème,Garçon,1.22727272727274
7980,Non,plus de 50 livres,Jamais,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le jettes par terre si personne ne regarde,4,4,1,La télévision,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Plus de deux,Aucun,Non concerné(e) : tu n'as jamais voyagé,,,,À pied,"Bus (dont microbus, Traverse, etc.)",Tram,,,C'est plus rapide,Vélo personnel,Hélène Boucher,2nde,Fille,3.22222222222222
5093,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,un,Oui,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,2,4,3,Les réseaux sociaux,NSPRF,"Oui, tu es investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Plus de deux,Trois,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,Vélo partagé (par exemple : Vélib),,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Hélène Boucher,2nde,Fille,3.22222222222222
1187,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,1,La radio,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu as toujours ton premier téléphone,Plus de deux,Aucun,Tu ne sais pas ou tu ne souhaites pas répondre,Séjour linguistique,Train (RER/TER/TGV…),Marche à pied,Train,Métro / RER,À pied,,,C'est plus rapide,Vélo personnel,Hélène Boucher,Terminale,Garçon,5.02857142857143
2677,NSPRF,NSPRF,Jamais,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu le jettes tout de suite par terre,2,1,NSPRF,Les cours,NSPRF,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as donné à un proche,Aucun,Plus de trois,Non concerné(e) : tu n'as jamais voyagé,,,,À pied,,,,,C'est plus rapide,Trottinette,Miriam Makeba,3ème,Garçon,1.22727272727274
2521,NSPRF,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,nan,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,3,La télévision,4,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,Plus de trois,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,Avion,Avion,À pied,"Voiture, scooter, moto",,,,NSPRF,Vélo personnel,Miriam Makeba,6ème,Garçon,1.14000000000006
1177,NSPRF,NSPRF,NSPRF,NSPRF,+4,NSPRF,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,3,La télévision,1,NSPRF,NSPRF,NSPRF,Deux,NSPRF,Non concerné(e) : tu n'as jamais voyagé,,,,À pied,"Bus (dont microbus, Traverse, etc.)",,,,NSPRF,Trottinette,Miriam Makeba,4ème,Fille,1.02222222222337
6866,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,un,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,3,4,NSPRF,La radio,na,NSPRF,La réservation des repas à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Vélo personnel,"Bus (dont microbus, Traverse, etc.)",Trottinette,À pied,"Voiture, scooter, moto",Parce que ça te plaît,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,5ème,Fille,1.25714285714286
7805,Non,moins de 10 livres,2 fois,avec l'un de tes deux parents seulement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,1,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as donné à un proche,Aucun,Aucun,Tu ne sais pas ou tu ne souhaites pas répondre,Colonie de vacances,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),NSPRF,,,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,Terminale,Fille,4.3103448275862
5447,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,2,3,2,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Un seul,Deux,France,Colonie de vacances,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,,,,C'est plus accessible,Tu ne sais pas ou tu ne souhaites pas répondre,Henri Bergson,2nde,Garçon,8.50000666078516
6354,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,deux,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,4,NSPRF,La télévision,1,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as jeté,Aucun,NSPRF,Afrique,Vacances avec ta famille,,Voiture (personnelle / location / taxi),À pied,,,,,Tu n'as pas le choix parce que c'est la seule solution,Autre,Miriam Makeba,6ème,Garçon,1.14000000000006
7883,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,3,La télévision,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un parking vélo dans l'établissement,Tu l'as vendu,Aucun,Plus de trois,Afrique,Vacances avec des ami(e)s,Avion,Voiture (personnelle / location / taxi),Métro / RER,Tram,"Bus (dont microbus, Traverse, etc.)",Trottinette,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,Terminale,Fille,4.3103448275862
7135,NSPRF,entre 10 et 50 livres,NSPRF,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,NSPRF,3,3,3,La télévision,2,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,Deux,Plus de trois,Dom-Tom,Vacances avec ta famille,Avion,NSPRF,NSPRF,,,,,C'est plus accessible,Autre,Miriam Makeba,5ème,Fille,1.25714285714286
6262,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,2,Les conversations entre ami(e)s,2,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Plus de deux,Deux,Asie,Colonie de vacances,Avion,Autocar/bus,Tram,Métro / RER,À pied,Vélo partagé (par exemple : Vélib),,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
6573,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,1,1,La télévision,4,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Marche à pied,À pied,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",Métro / RER,NSPRF,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Miriam Makeba,5ème,Fille,1.25714285714286
5518,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,NSPRF,NSPRF,La télévision,3,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as donné à une recyclerie,Aucun,Deux,Europe,Vacances avec ta famille,Avion,Marche à pied,Métro / RER,À pied,Tram,,,C'est plus rapide,Trottinette,Hélène Boucher,Terminale,Garçon,5.02857142857143
1056,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,1,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Plus de deux,Un,France,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Tram,À pied,,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Garçon,3.28571428571429
5098,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Oui,on trie seulement le verre,tu le gardes pour le jeter à ton retour chez toi,3,2,3,Les cours,2,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'avais perdu ou on te l'avait volé,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,Métro / RER,,,,C'est plus accessible,"Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
5371,Non,plus de 50 livres,Jamais,avec tes deux parents dans le même logement,deux,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,4,NSPRF,1,Les cours,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Plus de deux,Un,Non concerné(e) : tu n'as jamais voyagé,,,,À pied,Tram,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Trottinette,Hélène Boucher,2nde,Fille,3.22222222222222
9922,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,1,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Plus de deux,Trois,Non concerné(e) : tu n'as jamais voyagé,,,,Tram,,,,,C'est plus rapide,"Voiture, scooter, moto",Hélène Boucher,1ère,Fille,2.69565217391305
7710,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,1,2,NSPRF,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,Plus de trois,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Vélo partagé (par exemple : Vélib),Métro / RER,À pied,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Fille,2.69565217391305
6963,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,NSPRF,2,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,NSPRF,Un,Europe,Vacances avec ta famille,Bateau,Voiture (personnelle / location / taxi),À pied,Vélo partagé (par exemple : Vélib),Métro / RER,"Bus (dont microbus, Traverse, etc.)",,Parce que ça te plaît,Trottinette,Hélène Boucher,1ère,Garçon,3.28571428571429
1374,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,1,Les réseaux sociaux,3,NSPRF,L'installation d'un poulailler,Tu l'as toujours chez toi,Plus de deux,Aucun,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,3ème,Fille,1.13513513513521
2084,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,2,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Aucun,Trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,C'est plus rapide,Tram,Henri Bergson,Terminale,Garçon,7.24000003686302
1009,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,4,3,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Plus de deux,Aucun,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),À pied,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",,,Ça ne coûte pas cher,Vélo personnel,Hélène Boucher,Terminale,Garçon,5.02857142857143
5567,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,1,La télévision,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Aucun,Deux,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),À pied,Métro / RER,Vélo personnel,Train,Tram,Tu n'as pas le choix parce que c'est la seule solution,"Bus (dont microbus, Traverse, etc.)",Henri Bergson,Terminale,Garçon,7.24000003686302
9264,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,NSPRF,1,NSPRF,Les réseaux sociaux,2,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Aucun,Deux,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),,,,,,Aucune de ces réponses ne te correspond,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,3ème,Garçon,1.22727272727274
1589,Non,plus de 50 livres,NSPRF,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,4,2,Des journaux (papier),2,"Oui, tu es investi(e)",Un potager,Tu n'as pas de téléphone,Deux,Plus de trois,Europe,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),À pied,Vélo partagé (par exemple : Vélib),Métro / RER,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Hélène Boucher,2nde,Garçon,5.35000000000007
8093,Non,moins de 10 livres,NSPRF,NSPRF,+4,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,4,NSPRF,3,La télévision,3,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,NSPRF,Plus de trois,Amérique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Autre,,,Parce que ça te plaît,"Voiture, scooter, moto",Miriam Makeba,5ème,Garçon,1.4375
2103,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,NSPRF,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as vendu,Aucun,Plus de trois,Amérique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Métro / RER,Vélo partagé (par exemple : Vélib),À pied,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Fille,2.69565217391305
